Make,Model,Year,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(KMPL),Engine(CC),Power(BHP),Seats,Price(Lakhs)
Hyundai,i10,2008,Pune,72672,Petrol,Manual,First,19.0,1086.0,68.0,5.0,1.9
Maruti,Swift,2015,Kolkata,45000,Diesel,Manual,First,25.0,1248.0,74.0,5.0,3.55
Ford,Ikon,2009,Kochi,66484,Petrol,Manual,First,13.0,1299.0,70.0,5.0,1.65
BMW,X1,2019,Coimbatore,15456,Diesel,Automatic,First,20.0,1995.0,190.0,5.0,36.64
Mercedes-Benz,E-Class,2011,Mumbai,55000,Diesel,Automatic,Second,14.0,2143.0,203.0,5.0,16.0
Maruti,Eeco,2019,Kochi,21112,CNG,Manual,First,15.0,1196.0,73.0,5.0,5.38
Honda,Jazz,2011,Pune,98000,Petrol,Manual,First,16.0,1493.0,97.0,5.0,3.15
Honda,Amaze,2014,Ahmedabad,61297,Diesel,Manual,First,25.0,1498.0,98.0,5.0,4.35
Maruti,Zen,2006,Hyderabad,80000,Petrol,Manual,Second,17.0,993.0,60.0,5.0,1.2
Hyundai,i20,2013,Jaipur,59000,Petrol,Manual,Second,18.0,1197.0,80.0,5.0,4.1
Hyundai,Creta,2017,Coimbatore,60083,Diesel,Manual,First,19.0,1582.0,126.0,5.0,13.78
Maruti,Swift,2016,Kolkata,85450,Diesel,Manual,First,26.0,1248.0,74.0,5.0,4.0
Maruti,Swift,2013,Jaipur,88000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,4.33
Hyundai,Grand,2015,Kochi,81828,Diesel,Manual,First,24.0,1186.0,73.0,5.0,5.43
Ford,Figo,2016,Mumbai,18000,Petrol,Manual,First,18.0,1196.0,86.0,5.0,4.9
Mercedes-Benz,New,2016,Kolkata,34000,Diesel,Automatic,First,11.0,2143.0,167.0,5.0,25.5
Hyundai,Grand,2015,Ahmedabad,46000,Petrol,Automatic,First,18.0,1197.0,82.0,5.0,5.1
Hyundai,Verna,2013,Hyderabad,48158,Diesel,Manual,First,22.0,1582.0,126.0,5.0,6.7
Nissan,Micra,2013,Ahmedabad,71007,Diesel,Manual,First,23.0,1461.0,63.0,5.0,3.9
Maruti,SX4,2010,Pune,63067,Petrol,Manual,Second,15.0,1586.0,103.0,5.0,2.7
Tata,Manza,2011,Hyderabad,70259,Diesel,Manual,First,21.0,1248.0,88.0,5.0,2.95
Audi,A4,2015,Ahmedabad,13000,Diesel,Automatic,First,16.0,1968.0,140.0,5.0,23.0
Maruti,Swift,2015,Jaipur,130000,Diesel,Manual,First,25.0,1248.0,74.0,5.0,4.5
Toyota,Corolla,2011,Delhi,89401,Diesel,Manual,First,21.0,1364.0,87.0,5.0,4.5
Skoda,Fabia,2010,Jaipur,72000,Petrol,Manual,First,16.0,1198.0,73.0,5.0,2.21
Land,Rover,2011,Mumbai,82000,Diesel,Automatic,Second,12.0,2179.0,187.0,5.0,13.9
Ford,Fiesta,2010,Pune,85000,Petrol,Manual,First,15.0,1596.0,101.0,5.0,1.46
Hyundai,Verna,2012,Pune,83000,Diesel,Automatic,First,19.0,1582.0,126.0,5.0,6.0
Renault,KWID,2016,Jaipur,26000,Petrol,Manual,First,21.0,999.0,67.0,5.0,3.0
Tata,Indica,2012,Delhi,27000,Diesel,Manual,First,22.0,1248.0,88.0,5.0,3.5
Hyundai,i20,2018,Kochi,37746,Diesel,Manual,First,21.0,1396.0,88.0,5.0,7.59
Maruti,SX4,2009,Mumbai,63274,Petrol,Manual,Second,15.0,1586.0,104.0,5.0,1.99
Renault,KWID,2016,Hyderabad,25000,Petrol,Manual,First,25.0,799.0,53.0,5.0,3.8
Hyundai,EON,2013,Bangalore,45010,Petrol,Manual,Second,21.0,814.0,55.0,5.0,2.95
Honda,Amaze,2013,Delhi,75348,Diesel,Manual,First,25.0,1498.0,98.0,5.0,3.75
Volkswagen,Polo,2010,Kolkata,90110,Diesel,Manual,First,22.0,1199.0,73.0,5.0,2.5
Honda,City,2011,Pune,102013,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75
Honda,Amaze,2017,Kochi,37578,Petrol,Manual,First,18.0,1198.0,86.0,5.0,6.14
BMW,1,2015,Pune,46001,Diesel,Automatic,First,20.0,1995.0,143.0,5.0,16.0
Maruti,Celerio,2014,Hyderabad,46559,Petrol,Automatic,First,23.0,998.0,67.0,5.0,3.75
Toyota,Innova,2015,Mumbai,48000,Diesel,Manual,First,12.0,2494.0,100.0,8.0,11.75
Jaguar,XF,2013,Pune,46000,Diesel,Automatic,Second,16.0,2179.0,187.0,5.0,24.0
Honda,WRV,2017,Hyderabad,15000,Petrol,Manual,First,17.0,1199.0,88.0,5.0,8.9
BMW,X1,2012,Chennai,85000,Diesel,Automatic,Third,17.0,1995.0,184.0,5.0,10.0
Skoda,Rapid,2014,Mumbai,32000,Petrol,Automatic,First,14.0,1598.0,103.0,5.0,5.55
Volkswagen,Vento,2012,Kochi,60818,Petrol,Manual,First,16.0,1598.0,103.0,5.0,3.59
Ford,EcoSport,2019,Coimbatore,35188,Diesel,Manual,First,22.0,1498.0,98.0,5.0,11.13
Mahindra,XUV500,2012,Jaipur,110000,Diesel,Manual,First,15.0,2179.0,140.0,7.0,7.2
Ford,Fiesta,2014,Mumbai,61000,Diesel,Manual,First,18.0,1388.0,67.0,5.0,2.98
Hyundai,Santro,2010,Pune,75000,Petrol,Manual,Second,17.0,1086.0,62.0,5.0,1.7
Maruti,Alto,2003,Pune,69966,Petrol,Manual,First,19.0,796.0,46.0,5.0,0.95
Honda,City,2016,Mumbai,42000,Petrol,Manual,First,17.0,1497.0,117.0,5.0,9.25
Hyundai,Santa,2014,Bangalore,48000,Diesel,Automatic,First,13.0,2199.0,194.0,7.0,16.25
Mercedes-Benz,GLA,2015,Kolkata,35000,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,20.99
Toyota,Innova,2005,Chennai,128000,Diesel,Manual,Second,12.0,2494.0,102.0,8.0,4.25
BMW,3,2008,Bangalore,78000,Diesel,Automatic,Second,16.0,1995.0,181.0,5.0,7.2
Maruti,Swift,2011,Hyderabad,53080,Petrol,Manual,First,18.0,1197.0,85.0,5.0,4.4
Volkswagen,Vento,2011,Pune,66000,Petrol,Manual,Second,15.0,1598.0,103.0,5.0,4.25
Maruti,Ertiga,2012,Ahmedabad,25000,Petrol,Manual,First,16.0,1373.0,93.0,7.0,5.35
Hyundai,Grand,2016,Coimbatore,36139,Petrol,Automatic,Second,18.0,1197.0,82.0,5.0,6.3
Hyundai,Creta,2017,Delhi,44000,Diesel,Manual,First,19.0,1582.0,126.0,5.0,12.5
Mahindra,XUV500,2016,Delhi,81177,Diesel,Manual,First,16.0,1997.0,140.0,7.0,11.25
Ford,EcoSport,2016,Mumbai,26000,Petrol,Automatic,First,16.0,1499.0,110.0,5.0,7.65
Hyundai,Xcent,2016,Mumbai,100000,Diesel,Manual,First,24.0,1120.0,71.0,5.0,4.5
Volkswagen,Vento,2014,Hyderabad,75000,Diesel,Automatic,First,21.0,1498.0,103.0,5.0,7.5
Hyundai,i10,2010,Mumbai,55980,Petrol,Manual,First,20.0,1197.0,78.0,5.0,2.25
Audi,A4,2015,Hyderabad,30000,Diesel,Automatic,First,17.0,1968.0,174.0,5.0,27.0
Hyundai,i20,2012,Pune,49700,Diesel,Manual,Second,21.0,1396.0,88.0,5.0,4.18
Hyundai,Verna,2013,Chennai,79000,Diesel,Manual,First,23.0,1396.0,88.0,5.0,6.5
Honda,City,2010,Delhi,65100,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.15
Maruti,Ertiga,2016,Pune,54161,Diesel,Manual,First,25.0,1248.0,88.0,7.0,7.64
Maruti,Alto,2011,Hyderabad,28619,Petrol,Manual,First,19.0,796.0,46.0,5.0,2.4
Maruti,Wagon,2016,Mumbai,9000,Petrol,Automatic,First,20.0,998.0,67.0,5.0,4.25
Hyundai,Verna,2016,Kochi,42876,Diesel,Automatic,First,19.0,1582.0,126.0,5.0,9.31
Maruti,Alto,2011,Bangalore,64000,Petrol,Manual,First,19.0,796.0,46.0,5.0,2.39
Volkswagen,Vento,2018,Kochi,20488,Petrol,Manual,Second,16.0,1598.0,103.0,5.0,7.64
Maruti,Baleno,2016,Delhi,21000,Petrol,Manual,First,21.0,1197.0,83.0,5.0,6.21
Honda,CR-V,2011,Kochi,55987,Petrol,Automatic,First,13.0,1997.0,153.0,5.0,8.22
Toyota,Fortuner,2017,Coimbatore,72668,Diesel,Manual,First,14.0,2755.0,174.0,7.0,28.85
Honda,City,2015,Mumbai,32000,Petrol,Automatic,First,15.0,1497.0,116.0,5.0,8.5
Honda,City,2015,Mumbai,10400,Petrol,Manual,First,17.0,1497.0,117.0,5.0,6.51
Maruti,Swift,2013,Mumbai,35000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,4.65
Toyota,Corolla,2013,Kochi,55101,Petrol,Automatic,First,14.0,1794.0,138.0,5.0,8.4
Toyota,Etios,2014,Bangalore,57464,Diesel,Manual,First,23.0,1364.0,67.0,5.0,5.75
Maruti,Wagon,2006,Jaipur,110000,Petrol,Manual,First,18.0,998.0,67.0,5.0,1.11
Fiat,Punto,2017,Kochi,17941,Petrol,Manual,First,15.0,1493.0,97.0,5.0,3.93
Mercedes-Benz,E-Class,2014,Mumbai,72000,Petrol,Automatic,First,12.0,1991.0,184.0,5.0,17.25
Jaguar,XF,2012,Delhi,16000,Diesel,Automatic,First,16.0,2179.0,187.0,5.0,32.0
Hyundai,i20,2011,Kochi,62020,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.45
Land,Rover,2014,Pune,85000,Diesel,Automatic,Second,12.0,2179.0,147.0,5.0,23.0
Hyundai,Elite,2018,Kochi,14223,Petrol,Manual,First,18.0,1197.0,81.0,5.0,7.32
Honda,Amaze,2014,Jaipur,41210,Petrol,Manual,First,18.0,1198.0,86.0,5.0,4.4
Maruti,Alto,2016,Coimbatore,18043,Petrol,Manual,First,22.0,796.0,47.0,5.0,4.12
Toyota,Innova,2016,Chennai,80000,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,19.5
Hyundai,Grand,2016,Hyderabad,21000,Petrol,Automatic,First,18.0,1197.0,82.0,5.0,6.2
Maruti,1000,1998,Hyderabad,104000,Petrol,Manual,Second,15.0,970.0,97.0,5.0,0.85
Hyundai,i20,2010,Chennai,95000,Petrol,Manual,Second,18.0,1197.0,80.0,5.0,2.8
Hyundai,Grand,2015,Pune,32000,Petrol,Automatic,First,18.0,1197.0,82.0,5.0,4.8
Hyundai,Santro,2003,Pune,80000,Petrol,Manual,Second,17.0,1493.0,97.0,5.0,0.9
Ford,Fiesta,2014,Hyderabad,122800,Diesel,Manual,First,25.0,1498.0,89.0,5.0,5.65
Mercedes-Benz,E-Class,2011,Ahmedabad,78000,Diesel,Manual,Second,15.0,2148.0,97.0,5.0,14.5
Maruti,Swift,2015,Ahmedabad,69000,Diesel,Manual,First,26.0,1248.0,74.0,5.0,5.9
Toyota,Etios,2015,Pune,65000,Diesel,Manual,Second,23.0,1364.0,67.0,5.0,5.0
Hyundai,Xcent,2015,Ahmedabad,23000,Petrol,Manual,First,19.0,1197.0,82.0,5.0,4.9
Honda,Civic,2009,Ahmedabad,70000,Petrol,Manual,First,13.0,1799.0,130.0,5.0,4.25
Hyundai,Accent,2012,Delhi,56000,Petrol,Manual,First,13.0,1495.0,94.0,5.0,2.45
Maruti,Alto,2013,Pune,30000,Petrol,Manual,First,22.0,796.0,47.0,5.0,2.5
Ford,Ecosport,2013,Jaipur,92250,Diesel,Manual,Second,22.0,1498.0,89.0,5.0,5.75
Hyundai,Xcent,2018,Pune,40000,Petrol,Manual,First,20.0,1197.0,81.0,5.0,5.0
Skoda,Rapid,2014,Kochi,96848,Petrol,Automatic,First,14.0,1598.0,103.0,5.0,4.62
Audi,Q3,2016,Delhi,42000,Diesel,Automatic,First,15.0,1968.0,174.0,5.0,23.5
Mahindra,XUV500,2013,Kolkata,55886,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.25
Hyundai,Verna,2019,Kochi,12336,Petrol,Manual,First,17.0,1591.0,121.0,5.0,11.88
Hyundai,Verna,2009,Chennai,60000,Petrol,Manual,Third,13.0,1599.0,103.0,5.0,2.25
Ford,Ikon,2003,Pune,83000,Petrol,Manual,Second,14.0,1597.0,92.0,5.0,0.85
Nissan,Micra,2018,Pune,24000,Petrol,Manual,First,19.0,1198.0,67.0,5.0,4.0
Honda,Brio,2016,Pune,32198,Petrol,Automatic,First,16.0,1198.0,86.0,5.0,5.1
Toyota,Innova,2014,Hyderabad,92247,Diesel,Manual,First,12.0,2494.0,100.0,7.0,12.5
Volkswagen,Vento,2011,Chennai,121311,Diesel,Manual,First,20.0,1498.0,108.0,5.0,2.9
Mahindra,XUV500,2016,Coimbatore,66296,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.96
Hyundai,Xcent,2015,Mumbai,41000,Petrol,Automatic,First,16.0,1197.0,82.0,5.0,5.45
Ford,Endeavour,2017,Kochi,38681,Diesel,Manual,First,13.0,2198.0,157.0,7.0,23.86
Chevrolet,Spark,2008,Kochi,43761,Petrol,Manual,First,18.0,995.0,62.0,5.0,1.75
Maruti,Ertiga,2017,Hyderabad,17400,Diesel,Manual,First,24.0,1248.0,88.0,7.0,9.75
Honda,Amaze,2013,Bangalore,61510,Diesel,Manual,First,25.0,1498.0,98.0,5.0,4.75
Honda,City,2014,Delhi,60000,Petrol,Manual,First,17.0,1497.0,117.0,5.0,6.25
Mini,Cooper,2014,Bangalore,35165,Diesel,Automatic,Second,23.0,1998.0,112.0,5.0,22.0
Toyota,Corolla,2016,Kochi,41617,Petrol,Automatic,First,14.0,1794.0,138.0,5.0,14.14
Hyundai,Santro,2005,Kolkata,45000,Petrol,Manual,First,17.0,1086.0,97.0,5.0,0.95
Skoda,Superb,2014,Delhi,65000,Petrol,Automatic,First,13.0,1798.0,157.0,5.0,11.95
Maruti,Wagon,2011,Delhi,68000,Petrol,Manual,First,18.0,998.0,67.0,5.0,2.5
Hyundai,i10,2013,Mumbai,49000,Petrol,Manual,First,19.0,1086.0,68.0,5.0,2.75
Tata,Tiago,2019,Coimbatore,16698,Petrol,Manual,First,23.0,1199.0,84.0,5.0,5.85
Maruti,Baleno,2016,Ahmedabad,30965,Petrol,Manual,First,21.0,1197.0,83.0,5.0,6.25
Volkswagen,Vento,2014,Mumbai,56058,Petrol,Manual,First,15.0,1598.0,103.0,5.0,4.95
Hyundai,Grand,2017,Pune,15356,Petrol,Manual,First,18.0,1197.0,81.0,5.0,4.75
Ford,Figo,2013,Delhi,54000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.55
Honda,Civic,2011,Pune,47000,Petrol,Automatic,Second,13.0,1799.0,130.0,5.0,4.5
Maruti,Alto,2015,Kochi,21652,Petrol,Manual,First,22.0,796.0,47.0,5.0,3.01
Land,Rover,2016,Hyderabad,52000,Diesel,Automatic,First,15.0,1999.0,177.0,5.0,42.0
Audi,A6,2010,Kolkata,35010,Diesel,Automatic,First,12.0,2698.0,179.0,5.0,11.5
Honda,City,2009,Jaipur,89000,Petrol,Automatic,First,17.0,1497.0,118.0,5.0,3.71
Honda,CR-V,2006,Jaipur,80000,Petrol,Automatic,Third,10.0,2354.0,152.0,5.0,2.0
Maruti,Wagon,2004,Jaipur,62000,Petrol,Manual,Second,18.0,998.0,67.0,5.0,1.25
Hyundai,Creta,2015,Jaipur,78046,Diesel,Manual,First,19.0,1582.0,126.0,5.0,10.9
Hyundai,EON,2016,Coimbatore,64624,Petrol,Manual,First,21.0,814.0,55.0,5.0,3.71
Maruti,Ertiga,2014,Mumbai,69192,Petrol,Manual,First,16.0,1373.0,93.0,7.0,6.25
Volkswagen,Vento,2012,Chennai,55000,Diesel,Manual,First,20.0,1598.0,103.0,5.0,4.9
Honda,City,2005,Mumbai,81000,Petrol,Manual,Second,12.0,1493.0,100.0,5.0,1.1
Volkswagen,Polo,2016,Kochi,36733,Petrol,Manual,First,16.0,1198.0,73.0,5.0,4.72
Mercedes-Benz,GLA,2016,Mumbai,43022,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,24.85
Hyundai,Santa,2013,Jaipur,74000,Diesel,Manual,First,14.0,2199.0,194.0,7.0,12.25
Maruti,Swift,2014,Kolkata,47000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,3.9
Hyundai,Elite,2017,Kochi,37460,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.28
Mahindra,Xylo,2011,Mumbai,130000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,2.75
Hyundai,Grand,2017,Coimbatore,31576,Petrol,Manual,First,18.0,1197.0,82.0,5.0,7.85
Volkswagen,Vento,2011,Mumbai,66000,Petrol,Manual,First,15.0,1598.0,103.0,5.0,2.95
Honda,Accord,2008,Mumbai,79000,Petrol,Automatic,Second,11.0,2354.0,177.0,5.0,4.85
Mercedes-Benz,B,2016,Bangalore,36610,Diesel,Automatic,First,15.0,2143.0,107.0,5.0,19.9
Hyundai,Creta,2016,Bangalore,93000,Diesel,Manual,First,20.0,1582.0,126.0,5.0,10.8
Audi,A3,2016,Mumbai,20003,Diesel,Automatic,First,20.0,1968.0,143.0,5.0,19.25
Renault,Duster,2013,Delhi,66314,Diesel,Manual,First,19.0,1461.0,83.0,5.0,5.5
Ford,Fiesta,2009,Chennai,76000,Diesel,Manual,First,17.0,1399.0,68.0,5.0,2.75
Hyundai,Creta,2015,Bangalore,29000,Diesel,Manual,First,19.0,1582.0,126.0,5.0,13.0
Ford,Figo,2011,Mumbai,30000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.2
Volkswagen,Polo,2013,Coimbatore,56526,Petrol,Manual,First,15.0,1598.0,103.0,5.0,5.84
Volvo,V40,2015,Hyderabad,38000,Diesel,Automatic,Second,16.0,1969.0,150.0,5.0,24.0
Hyundai,Verna,2012,Chennai,41000,Diesel,Automatic,First,19.0,1582.0,126.0,5.0,6.25
Mitsubishi,Lancer,2003,Chennai,125000,Diesel,Manual,Third,14.0,1998.0,68.0,5.0,3.0
Maruti,Ciaz,2015,Chennai,90000,Diesel,Manual,First,26.0,1248.0,88.0,5.0,6.5
Maruti,Vitara,2018,Hyderabad,11000,Diesel,Manual,First,24.0,1248.0,88.0,5.0,9.4
BMW,3,2018,Kochi,21936,Diesel,Automatic,First,21.0,1995.0,190.0,5.0,37.92
Volkswagen,Vento,2013,Pune,41000,Petrol,Automatic,First,14.0,1598.0,103.0,5.0,5.25
Hyundai,i20,2011,Chennai,47000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5
Hyundai,Xcent,2015,Coimbatore,45960,Petrol,Manual,First,19.0,1197.0,82.0,5.0,5.56
Mercedes-Benz,E-Class,2013,Bangalore,48000,Diesel,Automatic,First,14.0,2143.0,203.0,5.0,22.0
Land,Rover,2011,Hyderabad,68000,Diesel,Automatic,First,12.0,2179.0,147.0,5.0,22.0
Hyundai,i10,2011,Mumbai,41000,Petrol,Manual,First,20.0,1197.0,78.0,5.0,2.65
Hyundai,Verna,2013,Jaipur,69573,Diesel,Manual,Second,22.0,1582.0,126.0,5.0,5.85
Volkswagen,Jetta,2012,Chennai,115000,Diesel,Manual,First,19.0,1968.0,138.0,5.0,6.95
Mahindra,XUV500,2012,Kolkata,47629,Diesel,Manual,First,15.0,2179.0,140.0,7.0,6.5
Maruti,Omni,2004,Jaipur,66624,Petrol,Manual,Third,19.0,796.0,35.0,8.0,0.85
Skoda,Superb,2013,Delhi,80000,Petrol,Automatic,Second,14.0,1798.0,177.0,5.0,7.25
Maruti,Swift,2012,Pune,94868,Diesel,Manual,First,22.0,1248.0,74.0,5.0,4.5
Mahindra,Scorpio,2010,Mumbai,76477,Diesel,Manual,First,10.0,2179.0,120.0,8.0,4.25
Mercedes-Benz,GLA,2016,Chennai,28000,Petrol,Automatic,First,13.0,1991.0,183.0,5.0,26.0
Mahindra,Thar,2017,Coimbatore,28599,Diesel,Manual,First,16.0,2498.0,105.0,6.0,9.66
Renault,Duster,2013,Bangalore,45348,Diesel,Manual,Second,19.0,1461.0,108.0,5.0,6.85
Audi,Q5,2013,Coimbatore,80127,Diesel,Automatic,First,12.0,1968.0,167.0,5.0,23.68
Land,Rover,2013,Delhi,68000,Diesel,Automatic,Second,12.0,2179.0,147.0,5.0,15.75
Volkswagen,Vento,2012,Pune,75000,Diesel,Manual,Third,20.0,1598.0,103.0,5.0,3.5
Hyundai,Elantra,2019,Coimbatore,41871,Diesel,Manual,First,22.0,1582.0,126.0,5.0,15.57
Datsun,redi-GO,2016,Kolkata,15000,Petrol,Manual,First,22.0,799.0,53.0,5.0,2.25
Maruti,Alto,2002,Chennai,103653,Petrol,Manual,Second,18.0,1061.0,47.0,5.0,1.22
Volkswagen,Polo,2012,Chennai,64806,Petrol,Manual,First,16.0,1198.0,73.0,5.0,3.65
Datsun,GO,2016,Pune,35000,Petrol,Manual,First,20.0,1198.0,67.0,7.0,3.1
Hyundai,Creta,2016,Bangalore,40000,Petrol,Manual,First,15.0,1591.0,121.0,5.0,11.5
Maruti,Alto,2015,Kochi,23876,Petrol,Manual,First,24.0,998.0,67.0,5.0,3.46
Hyundai,Santa,2013,Coimbatore,67901,Diesel,Manual,First,14.0,2199.0,194.0,7.0,8.38
Volkswagen,Polo,2014,Pune,68865,Diesel,Manual,First,15.0,1598.0,103.0,5.0,4.8
Honda,Amaze,2014,Pune,71000,Diesel,Manual,Second,25.0,1498.0,98.0,5.0,4.5
Maruti,Esteem,2004,Chennai,95000,Petrol,Manual,First,15.0,1298.0,97.0,5.0,0.8
Maruti,Swift,2014,Kolkata,25000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,3.95
Mahindra,Scorpio,2011,Delhi,65000,Diesel,Manual,Second,12.0,2179.0,120.0,8.0,4.0
Nissan,Sunny,2012,Hyderabad,117777,Diesel,Manual,First,21.0,1461.0,84.0,5.0,4.75
Maruti,Swift,2009,Bangalore,65000,Petrol,Manual,Second,17.0,1298.0,85.0,5.0,3.1
Hyundai,EON,2017,Kochi,46897,Petrol,Manual,First,21.0,814.0,55.0,5.0,3.61
Honda,Brio,2015,Coimbatore,36695,Petrol,Manual,First,19.0,1198.0,86.0,5.0,4.29
Nissan,Micra,2011,Kolkata,43000,Petrol,Manual,First,18.0,1198.0,75.0,5.0,2.13
Maruti,Alto,2008,Mumbai,54000,Petrol,Manual,First,19.0,796.0,46.0,5.0,1.1
BMW,3,2011,Hyderabad,89000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,13.95
Volkswagen,Polo,2014,Mumbai,7000,Petrol,Manual,First,16.0,1198.0,74.0,5.0,5.35
Maruti,Celerio,2014,Hyderabad,58470,Petrol,Manual,First,23.0,998.0,67.0,5.0,3.9
Maruti,Wagon,2014,Kolkata,37000,Petrol,Manual,First,21.0,1197.0,81.0,5.0,2.8
Maruti,Ciaz,2016,Mumbai,29000,Diesel,Manual,First,26.0,1248.0,88.0,5.0,8.75
Audi,A4,2013,Hyderabad,52000,Diesel,Automatic,First,16.0,1968.0,147.0,5.0,19.5
Honda,Brio,2013,Kolkata,32807,Petrol,Manual,First,19.0,1198.0,86.0,5.0,2.75
Mahindra,Scorpio,2013,Hyderabad,86000,Diesel,Automatic,First,11.0,2179.0,120.0,8.0,8.0
Honda,City,2014,Delhi,66500,Diesel,Manual,First,26.0,1498.0,98.0,5.0,5.7
BMW,X1,2012,Ahmedabad,94000,Diesel,Automatic,First,17.0,1995.0,184.0,5.0,12.5
Chevrolet,Spark,2011,Chennai,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,1.75
Ford,Figo,2010,Chennai,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,1.9
Maruti,Swift,2015,Ahmedabad,36100,Petrol,Manual,First,20.0,1197.0,81.0,5.0,4.5
Mercedes-Benz,New,2015,Mumbai,16329,Diesel,Automatic,First,19.0,2143.0,170.0,5.0,30.3
Skoda,Octavia,2014,Hyderabad,36000,Diesel,Automatic,First,19.0,1968.0,141.0,5.0,16.0
BMW,X3,2017,Kochi,41816,Diesel,Automatic,First,18.0,1995.0,190.0,5.0,32.78
Hyundai,EON,2015,Jaipur,54680,Petrol,Manual,First,21.0,814.0,55.0,5.0,2.5
Audi,A4,2017,Hyderabad,14000,Diesel,Automatic,First,18.0,1968.0,187.0,5.0,43.0
Ford,Figo,2017,Kochi,23977,Petrol,Manual,First,18.0,1196.0,86.0,5.0,5.38
Maruti,Alto,2013,Hyderabad,30131,Petrol,Manual,First,20.0,998.0,67.0,5.0,2.65
Maruti,Alto,2017,Hyderabad,2530,Petrol,Manual,First,24.0,796.0,47.0,5.0,3.3
Mercedes-Benz,New,2015,Hyderabad,39000,Diesel,Automatic,First,19.0,2143.0,167.0,5.0,34.0
Hyundai,Xcent,2017,Kochi,32257,Diesel,Manual,First,24.0,1120.0,71.0,5.0,6.83
Honda,Amaze,2016,Kochi,46983,Diesel,Manual,First,25.0,1498.0,98.0,5.0,5.77
Maruti,Swift,2008,Chennai,107000,Diesel,Manual,Second,17.0,1248.0,75.0,5.0,3.1
Volkswagen,Polo,2017,Mumbai,19000,Petrol,Manual,First,16.0,1199.0,74.0,5.0,4.95
Audi,A4,2013,Bangalore,88000,Diesel,Automatic,First,17.0,1968.0,174.0,5.0,16.25
Mahindra,XUV500,2011,Chennai,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.4
Ford,Endeavour,2011,Bangalore,71000,Diesel,Manual,Third,13.0,2499.0,141.0,7.0,6.95
Tata,Indica,2008,Kolkata,50000,Diesel,Manual,First,17.0,1396.0,53.0,5.0,0.85
Maruti,Baleno,2016,Chennai,16000,Petrol,Manual,First,21.0,1197.0,83.0,5.0,6.95
Hyundai,Xcent,2017,Kolkata,82000,Diesel,Manual,First,24.0,1120.0,71.0,5.0,3.45
Honda,Civic,2008,Delhi,80000,Petrol,Manual,First,13.0,1799.0,130.0,5.0,2.75
Hyundai,i20,2015,Delhi,36000,Petrol,Manual,Second,18.0,1197.0,81.0,5.0,4.95
Tata,Nexon,2018,Coimbatore,17477,Petrol,Manual,First,17.0,1198.0,108.0,5.0,9.62
Hyundai,i20,2016,Coimbatore,16725,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.79
Maruti,Swift,2014,Mumbai,48241,Petrol,Manual,First,19.0,1197.0,85.0,5.0,4.5
Maruti,Wagon,2014,Kochi,52431,Petrol,Manual,First,22.0,998.0,67.0,5.0,3.01
Hyundai,i20,2012,Bangalore,68000,Diesel,Manual,First,21.0,1396.0,88.0,5.0,4.4
Hyundai,i10,2014,Coimbatore,31446,Petrol,Manual,First,20.0,1197.0,78.0,5.0,4.66
Hyundai,Grand,2015,Chennai,25000,Petrol,Manual,First,18.0,1197.0,82.0,5.0,5.5
Hyundai,i20,2016,Ahmedabad,57000,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0
Hyundai,Santro,2007,Hyderabad,76000,Petrol,Automatic,First,17.0,1086.0,97.0,5.0,2.4
Maruti,Vitara,2018,Kochi,57078,Diesel,Manual,First,24.0,1248.0,88.0,5.0,10.19
Honda,Amaze,2016,Kochi,47471,Diesel,Manual,First,25.0,1498.0,98.0,5.0,5.25
Mercedes-Benz,M-Class,2014,Hyderabad,50000,Diesel,Automatic,First,15.0,2143.0,203.0,5.0,45.0
Hyundai,i20,2010,Ahmedabad,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2.7
Hyundai,i10,2013,Coimbatore,65807,Petrol,Manual,First,19.0,1086.0,68.0,5.0,3.39
Maruti,Swift,2014,Hyderabad,81768,Diesel,Manual,First,26.0,1248.0,74.0,5.0,5.69
